path,label
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\8474_8_3b3b0a4a208748d147d57993005214b4.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\6449_5_7.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\748_5_4red.png,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\6922_0_73773afafc1663e4a54a16d6aa382131.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\5419_4_2d.PNG,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\2644_5_2blue.png,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\5864_8_0.jpeg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\8295_7_4d93625b502a276156b06a722e83f179.png,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\2190_0_chou (8).jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\3092_7_img22.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\3922_4_3_b.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\1124_3_black3.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\5858_7_4.jpeg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\6481_8_9.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\128_2_IMG_4096.JPG,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8719_9_5a3db1de5b7b8db5aad6b82ff76658a3.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\7350_2_6a419641bf64ad1908da36d4685cf701  -.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\5002_2_red00.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\5920_3_04.png,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\3258_0_(1).JPG,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\6894_0_5c00440ce078621255842ecab3c8f6f5.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\6726_8_black4.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\5336_5_x05.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\197_9_IMG_4130.JPG,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\7321_2_5308449ed21a49c92b49cee4fd56fc08.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\6509_1_xanh3.png,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\1_0_blue_2.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\8051_6_3c04edf5e5756908baab8af04d9bc0d1  -.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\1944_6_den3.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\1675_9_55AnKi(1)(34).jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\3427_6_.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\838_9_6red.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\7961_5_799382fcd7c7310c5349a281e0d88874  -.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\2561_7_9.png,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8632_9_1fad5d23cf9b94f066b83c44bf579856.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\367_3_3R.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8654_9_2dc9e9cc8967b6a75ceeb86c20c999b2.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\4507_3_ThayAnBanChaCa_1.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\1355_6_ (3).png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\3441_8_ (4).png,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\4110_3_do4.png,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\8559_8_80cd2485bbc707f7d9cba56784b4fbdd4  -.png,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\7189_2_1c5f3fab7c224713fff5b8421db5d2d6.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\5009_3_blue02.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\8338_7_677890a751006ce5970fba037cb43dff.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\576_4_black_5.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\4776_9_red_005.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\5228_5_purple2.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\1646_6_USyh96(1)(4).jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\1145_5_black4.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\4140_6_do4.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\5876_9_0.jpeg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\6016_2_xanh5.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\2054_7_den3.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\7299_2_4a21958ce06321b45c2bcf3c5164ee46  -.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8740_9_5f7af3a57fc61f39cee437147fa0f3ad.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\1384_9_ (2).png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\6945_1_04bf0ab8b2edda5326d8d4665c7e791c.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\2327_4_5.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\5713_3_2_2.jpeg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\5169_9_2.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\7255_2_2fcd6034ecf61ebe858e46dbc601fd01.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\5980_9_04.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\6812_0_269705ef3b7960983bf084de635c7d99.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\4903_2_6x.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\1856_8_xanh_4.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\5288_1_d02.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8650_9_2cadcacfc542e9a7db750c24baca8b8f.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\8342_7_6b816d92a1faa184540a4fab1a57a82e  -.png,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\1622_4_pos166(12)(30).jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\344_1_2B.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\6232_4_5_coupe.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\5035_5_red03.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\4214_3_ (7).png,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\4603_2_red (2).jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\8102_6_5b105898ade4e56067828406866e6fec  -.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\3171_1_d4.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\6332_4_kiki (5).jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\8032_6_2e29e90214059fddf9a662b2ef05d86d.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\6147_6_chi1.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\7178_2_1aa001eeda4f28d2a6e90d89fe532a9c  -.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\98_9_red_2.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\5179_0_black3.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\4921_4_4x.PNG,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\837_9_6grey.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\3903_2_4.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\1658_7_pW8Boa(1)(17).jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\5062_8_red00.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\4837_6_black_1.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\8170_6_80232b4fea9d226af1112718d5949885.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\5818_4_1.jpeg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\2720_1_r04.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\1226_3_3D.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\7913_5_50d881b540e883c580013a7f93ae1bc9d.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\3986_0_9_xanh.png,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\7685_4_4af74afd6b15bbcd87508e1b5cbb30a9  -.png,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\2504_2_2.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\6044_5_xanh3.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\3507_4_4.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\5590_1_1_4.png,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\1385_9_ (3).png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\3982_0_5_xanh.png,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\812_8_5blue.png,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\6634_2_violet11.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8759_9_782101c59ae41a52acb110a25ba5de1a.jpeg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\1082_9_image114.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\2145_6_blue5.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\6424_3_2.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\6034_4_xanh3.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\4130_5_do4.png,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\4313_3_blue_02.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\3153_9_img5.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\1221_2_5X.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\836_9_6blue.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\5729_5_1_3.jpeg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\1674_9_55AnKi(1)(33).jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\4367_9_black_01.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\8030_6_2ddee52c19273eaca567ded523599156  -.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\8334_7_6060183b00dabddcd9c29845893787a4.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\7046_1_3e0111ccf70df5965d3cc92b8cb8c6f9.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\6733_8_violet4.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8623_9_1f146c2dc22133e85a3fd1f2cde9f758  -.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\1590_0_ahdgue(8).jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\8148_6_68797f436f89290ae583c75058dca065  -.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8641_9_295715eadd90f71d7c48d003b70694d0.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\5238_6_blue2.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\3459_0_10.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\7656_4_3f546c5bd4a200036bff063711750beb  -.png,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\5444_6_7d.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\4318_4_black_02.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\1556_7_B_005.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\2548_6_6.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\6401_0_9.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\5861_7_7.jpeg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\7800_5_1d5d6d33c21648255e029c8e4481cecb.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\1704_1_den_2.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\3621_4_z6617277376214_c6a55258989b5ab4cd36054ff83d9975.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\1719_1_xanh_7.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\7329_2_5c1f0f041b4c759e3f1fc9e1adbed31f.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\4756_7_red_005.png,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\5675_9_2_4.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\6757_9_violet9.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\8234_7_2c247bf0531422cb2e8a1a54a284e1a1.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\5564_8_2_3.png,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\2529_4_7.png,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\7349_2_6a2cc4b980aa3880f97f014fdb4e8d1b  -.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\577_4_green_1.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\6412_2_1.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\6618_1_violet3.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\3652_7_z6617276901462_2d3b5a9318235adba7d631b55a799470.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8679_9_3d43d9771cc0c5f24c1790241908e11f.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\2284_0_2.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\6291_0_tokisakikurumi (4).jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\4814_3_blue_3.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\5856_7_2.jpeg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\4518_4_MayHoc_10.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\8669_9_3b0185c2cda7872d0b705eefdc88c0fa.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\4050_7_3_do.png,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\1955_7_den4.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\3967_9_1.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\6851_0_3e7cbaa8e0d2116eefd30cef6b9bcd9d  -.png,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\5489_1_1_3.png,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\7053_1_3f889a4bf0833473be5fcfe2b7fdcdfc.jpeg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\4949_7_2x.PNG,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\3071_6_img3.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\7008_1_2a0b5261a84687cf9311c7cb114764b6.JPG,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\676_2_1red.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\5409_3_2d.PNG,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\5380_0_3d.PNG,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\4139_6_do3.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\475_4_3.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\3072_6_img4.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\371_3_5R.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\3482_2_11.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\8008_6_208190f978975550cedd791333b876aa  -.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\4760_8_blue_004.png,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\3049_5_img7.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\4563_8_CuLu_6.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\3557_9_4.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\8553_8_8.png,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\2384_0_2-blue.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\6813_0_27284111d3669f3ece48c8292b6797ed.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\5480_0_1_4.png,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\500_6_8.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\7258_2_2_00c40af576897c645b1935d86fc7e311.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\7022_1_2d5f239e1ee6420e8158ac5b855e177b.png,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\415_8_2R.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\5367_9_d01.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\4353_7_blue_02.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\1712_1_xanh_1.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\5152_7_5.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\2315_3_3.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\556_2_black_5.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\5937_5_01.png,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\4107_3_do1.png,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\614_8_black_3.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\771_6_5grey.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\290_6_image (8).jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\4787_1_black_1.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\7740_4_6b0a26d28d79e5d09b1081842456c8a2.jpeg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\8025_6_2cd36087e2423c9a552378426ea4ff20.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\7078_1_4d0d8d458b3be93175a0e0a8092a5eef.png,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\1304_1_ (2).png,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\6111_2_chi5.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\3966_8_5_b.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\8396_8_02d746d36a085db18cafdd6f011f3d48.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\4851_7_black_5.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\1470_8_8.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\1216_2_3D.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\8316_7_5b87b2612eef78ef12a98ba232d15228  -.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\7882_5_4c15252ce351212b8d86b5a44d299443.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\886_4_(4).png,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\3686_0_5_red.jfif,0
