path,label
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23521452_4_blue00.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\22520483_8_black5.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\22520369_2_image141.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\23521511_0_1_4.png,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\23520566_6_img15.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\22520019_4_image (12).jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\23520520_2_3blue.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\23521582_3_06.png,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\23520667_9_x5.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\22520019_2_image (5).jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\23521829_9_tim1.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23520956_4_5_b.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\22521604_5_den3.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\23521374_3_ThayAnBanChaCa_10.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\23521462_0_9.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\22520483_1_black4.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\23521607_6_chi4.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\23521379_1_blue (1).jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\22520791_5_R_001.png,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\22521583_2_den3.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\23521727_2_bibi (10).jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\22520369_8_image109.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\23520967_8_4_do.png,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\23520967_8_8_do.png,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\22520192_5_4grey.png,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\23520732_0_ (3).png,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\23521491_6_8d.png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\23520117_5_blue5.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\22521583_4_den2.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\22520019_9_image (10).jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23521511_4_1_3.png,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\22521154_5_den_2.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\22520369_7_image12.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\23520705_1_.JPG,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\23520422_0_3-red.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\23520520_5_1purple.png,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\23520117_8_brown5.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\23520276_3_8.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\23520422_2_2-blue.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\23520172_3_drftgyhj (5).jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\23520172_8_sedrftghj (3).jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\23520667_8_d2.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\21522592_4_red_5.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\23521706_8_7_van.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\23520172_6_dfghjk (5).jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\23520276_0_7.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\23521229_9_black_02.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\23521452_1_blue01.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23520566_4_img20.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\22520068_7_4B.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23521374_4_MayHoc_4.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\23521419_9_black_2.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23520276_4_3.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\23520746_5_7.png,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\22520068_9_4B.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\22521604_4_den2.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\23521387_2_blue_003.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\23520790_3_z6617276933073_5bdda1d38c0f73ff0e210b3e5c151e45.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\23520513_0_1.png,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\23520905_7_2.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\23521085_0_ (5).png,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\22520068_2_1B.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\23520967_9_0_do.png,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\23521511_2_2_2.png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\22520109_2_black_3.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\22520192_0_1grey.png,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\23521515_1_2_1.jpeg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\23521481_5_x04.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\23521592_7_xanh3.jpg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\22520791_4_B_003.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\22521154_6_xanh_4.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\23521787_3_4.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\23520905_1_5.jpg,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\7\23521515_7_2_5.jpeg,7
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\22520068_3_1B.jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\22521154_2_xanh_10.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\23520117_8_brown.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\23520566_9_img22.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23521374_4_MayHoc_9.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\22520710_2_ (2).png,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\23521379_3_blue (1).jpg,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\23521592_6_do5.jpg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\21522592_4_red_4.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\22520192_3_2blue.png,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\23520566_8_img17.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\23521523_6_9.jpeg,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\3\23521085_3_ (8).png,3
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\9\22521604_9_do3.jpg,9
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\6\23521085_6_ (6).png,6
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23520553_4_marine messe fukuoka.jpg,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\22520192_5_6red.png,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\23520956_5_4.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\1\23521511_1_2_2.png,1
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\8\22521154_8_xanh_9.jpg,8
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23520967_4_2_xanh.png,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\23520705_0_(2).JPG,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\22520710_4_ (4).png,4
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\0\23520276_0_9.jpg,0
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\2\23520667_2_d3.jpg,2
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\5\21522592_5_red_1.jpg,5
E:\Code\Github\CS114.P21_project\digit_classification\data\image_raw_v1\sorted\4\23520956_4_4_b.jpg,4
